,Tweet,len,metrics,source
0,"Saying Kate Bishop or Kamala Khan are relatively unknown is superfluous cuz putting them in the avengers game is what's gonna make them more known.
They're becoming a lot more mainstream. 
Shit, kamala is in that new spiderman cartoon and is getting a Netflix show soon. https://t.co/96SL2GQzuO",294,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
1,"Parker, if you don't get me pictures of Spiderman hurting a cement masonchanneling machine operator, you're fired!",114,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
2,@GregorioGalon new spiderman in coming...,41,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
3,@MatteoSapin Spiderman 👌,24,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for Android
4,"#Marvel #TheAmazing #SpiderMan An Origin Story soft cover 
#ebay https://t.co/UbMTQPA1FE via @eBay",98,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
5,"A BIG Happy 13th Birthday to Alfie, my not so little lad anymore 🎂 He asked for a Spiderman cake, so made him one! 😆🕷️ https://t.co/LOKugZKMri",142,"{'retweet_count': 2, 'reply_count': 15, 'like_count': 79, 'quote_count': 2}",Twitter Web App
6,I heard a rumour that the next #SpiderMan game will feature Spider-Man,70,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
7,"https://t.co/Ux2b0JmzCV

Generic Digital 24 Images Spiderman Projector Watch for Kids, Diwali Gift, Birthday Return Gift (Color May Vary)

3.4 out of 5 stars 1,852

₹ 161.00

https://t.co/gWS9BYOBe9",198,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT
8,"@Jinan_JKT48 Back to the future trilogi, Joker, Terminator 2, Spiderman into the spider verse, studio Ghibli film, catch me of you can, Bruce almigthy, Evan almigthy, home alone, Pasific rim, Transformers 1",206,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9,@The25thBam_ Nah its false bro in spiderman ps4 miles dad died,62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
10,"the ultimate spiderman gamr absolutely shits on spiderman ps2
you guys just never really played ult",99,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
11,@PoorlyAgedStuff It wouldve been good if they had done a spiderman like game but nooo we have to sell microtransactions,119,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
12,spiderman villains get out of jail then try to rob a store wit a grenade launcher,81,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",Twitter Web App
13,"Aighty heres may favorite panels, for western comics and manga. 
-COMICS-
 Batman: knightfall
Spiderman Vs Doctor Doom
Amazing Spiderman
Watchmen
Batman: Killing Joke
Hellboy
Batman: Year One

-MANGA-
Akira
Junji Ito Horror Collections
Vagabond
Jojo's Bizarre Adventure
Berserk https://t.co/4cy5oXlrEC",301,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",Twitter for Android
14,"You do know that I acted as Spiderman in the China version right?? Pay was okay..

@tomholland2013 😏

#9gagreface #9gag #spiderman @ Singapore https://t.co/YqZXW86rQ8",166,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram
15,@_sombreinternet @revengexstore #RevengexRegaleMoi spiderman 👋,62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
16,@e6DoesArt Miles Morales spiderman purple reign suit (from the new game) or kuno (fortnite) whichever would be easier for you!,126,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
17,New York's only Spiderman #PS4share https://t.co/rTC4Pcni2i,59,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",PlayStation®Network
18,"@eSnipped @TxtDariPickaw22 Transformers the last knight
The teenage mutant ninja turtles
Black hawk down 
Mortal combat
G.I Joe
Spiderman returns
#GAesnipped",157,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
19,Playstation 3 had the fuckin spiderman movie font goin https://t.co/kSetbz6PdZ,78,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter Web App
